cpus,mem,npmem,recvTps,sendTps,acceptTps,serializedBuffer
13.1332,2.21E+08,3.77E+06,4593,82109,657,3900
11.8348,2.21E+08,3.77E+06,4632,81608,636,3900
11.0632,2.21E+08,3.77E+06,4621,79771,613,3900
11.052,2.21E+08,3.77E+06,4562,78502,579,3900
8.44432,2.21E+08,3.78E+06,4576,76619,578,3900
10.088,2.21E+08,3.78E+06,4593,78284,567,3900
9.8846,2.21E+08,3.78E+06,4535,78158,570,3900
12.8632,2.21E+08,3.76E+06,4578,81208,635,3900
11.7846,2.21E+08,3.77E+06,4806,84972,670,3900
10.8017,2.21E+08,3.77E+06,4702,85728,697,3900
11.5774,2.21E+08,3.78E+06,4567,80657,625,3900
12.8627,2.21E+08,3.78E+06,4627,82918,641,3900
9.62351,2.21E+08,3.78E+06,4456,77685,626,3900
14.1805,2.21E+08,3.78E+06,4700,82133,666,3900
11.1401,2.21E+08,3.78E+06,4497,80435,619,3900
9.88007,2.21E+08,3.78E+06,4575,80610,581,3900
10.3759,2.21E+08,3.77E+06,4404,79291,575,3900
9.87743,2.21E+08,3.77E+06,4637,81156,589,3900
10.2732,2.21E+08,3.78E+06,4586,80318,524,3900
10.1476,2.21E+08,3.77E+06,4623,78936,535,3900
11.441,2.21E+08,3.77E+06,4559,77121,573,3900
9.75249,2.21E+08,3.78E+06,4416,75826,560,3900
13.0153,2.21E+08,3.77E+06,4369,75404,498,3900
10.0927,2.21E+08,3.77E+06,4372,76605,511,3900
9.62031,2.21E+08,3.76E+06,4390,78311,518,3900
9.10596,2.21E+08,3.77E+06,4530,78249,533,3900
10.7998,2.21E+08,3.77E+06,4501,77275,492,3900
10.7965,2.21E+08,3.76E+06,4626,79560,613,3900
9.63312,2.21E+08,3.78E+06,4648,80014,627,3900
11.6575,2.21E+08,3.76E+06,4385,78454,615,3900
